"Credits"
{
// these keys must be in this order!
"show_credits_logo"	"0"
"custom_logo"	"credits_logo/extermination_credits_logo"
"asw_credits_"	""
"asw_credits_"	"Карта 1 «Полуночный порт» и 2 «Путь к рассвету», автор Jarhchief"
"asw_credits_"	""
"asw_credits_"	"Карта 3 «Проникновение в Арктику», автор Specur"
"asw_credits_"	""
"asw_credits_"	"Карта 4 «Сектор 9800», автор Darky"
"asw_credits_"	""
"asw_credits_"	"Карта 5 «Холодный помост», автор Hemuuuli / SJ"
"asw_credits_"	""
"asw_credits_"	"Карта 6 «Шахта \"Янаурус\"», автор Silver.Fox"
"asw_credits_"	""
"asw_credits_"	"Карта 7 «Забытый завод», автор Rohschinken"
"asw_credits_"	""
"asw_credits_"	"Карта 8 «Зачистка станции связи», автор HappyHiker82"
"asw_credits_"	""
"asw_credits_"	"Карта 9 «Полная программа лечения, госпиталь СинТек», автор x-ray surgeon"
"asw_credits_"	""
"asw_credits_"	"Исправление ошибок, улучшение освещения, игрового процесса и сборки от geotavros"
}
